"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"Female",0,"No","Yes",12,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.6,893,"No"
"Female",0,"Yes","Yes",38,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.6,763.1,"No"
"Male",0,"Yes","No",13,"Yes","Yes","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",65.85,902.25,"No"
"Male",0,"No","No",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20,275.7,"No"
"Male",0,"No","No",59,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25,1510.5,"No"
"Male",0,"No","No",7,"No","No phone service","DSL","Yes","No","Yes","No","No","No","One year","No","Mailed check",35.3,264.8,"No"
"Male",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",105.55,7542.25,"No"
"Female",0,"Yes","Yes",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",18.8,251.25,"No"
"Male",0,"Yes","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",23.45,23.45,"Yes"
"Female",0,"Yes","No",25,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",54.1,1373,"No"
"Female",0,"No","No",3,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",50.65,151.3,"Yes"
"Male",1,"Yes","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",86.85,156.35,"Yes"
"Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",94.25,6849.75,"No"
"Female",0,"Yes","No",71,"No","No phone service","DSL","No","No","Yes","Yes","No","Yes","Two year","Yes","Electronic check",47.05,3263.6,"No"
"Male",0,"No","No",57,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.55,1252.85,"No"
"Female",1,"No","No",69,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",110.25,7467.55,"No"
"Male",0,"No","No",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",19.75,294.9,"No"
"Male",0,"No","No",2,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",55.1,113.35,"Yes"
"Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.95,19.95,"No"
"Male",0,"No","No",18,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",25.15,476.8,"No"
"Female",0,"No","No",48,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",73.85,3581.4,"No"
"Male",0,"No","No",65,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","Yes","One year","No","Electronic check",93.55,6069.25,"No"
"Female",0,"Yes","No",42,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",50.25,2203.65,"Yes"
"Male",1,"Yes","No",23,"Yes","No","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",90,2024.1,"No"
"Female",0,"No","No",69,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Mailed check",66.9,4577.9,"No"
"Female",0,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","One year","No","Mailed check",25.85,25.85,"No"
"Female",0,"No","No",9,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",71,672.55,"Yes"
"Male",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.85,64.55,"Yes"
"Male",0,"No","No",7,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",74.35,533.6,"No"
"Female",1,"Yes","No",60,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Two year","Yes","Credit card (automatic)",49.45,2907.55,"No"
"Male",0,"Yes","Yes",47,"Yes","No","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",90.05,4137.2,"No"
"Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",44.9,44.9,"Yes"
"Male",1,"No","No",35,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",91,3180.5,"No"
"Female",0,"No","Yes",13,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",104.15,1299.1,"No"
"Female",0,"Yes","Yes",68,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",83.65,5733.4,"No"
"Male",0,"No","No",69,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",110.05,7430.75,"No"
"Female",1,"No","No",5,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",80.7,374.8,"No"
"Male",0,"No","No",29,"No","No phone service","DSL","No","No","No","No","No","No","One year","Yes","Mailed check",24.85,788.05,"No"
"Male",0,"No","No",66,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",89.4,5976.9,"No"
"Male",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Credit card (automatic)",106.1,7548.6,"No"
"Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",83.6,5959.3,"No"
"Female",0,"No","No",56,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",44.85,2564.95,"No"
"Male",1,"Yes","No",69,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",110.55,7610.1,"No"
"Male",0,"Yes","Yes",62,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.45,1297.35,"No"
"Female",0,"No","No",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.85,450.65,"No"
"Female",1,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.65,142.35,"Yes"
"Male",0,"No","No",62,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",69.4,4237.5,"No"
"Male",0,"Yes","Yes",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.55,68.8,"No"
"Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.7,19.7,"Yes"
"Female",1,"Yes","No",31,"No","No phone service","DSL","Yes","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",50.4,1580.1,"No"
"Female",0,"No","No",9,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",77.65,714.15,"Yes"
"Male",0,"No","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",116.3,8309.55,"No"
"Female",0,"No","No",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.9,601.55,"No"
"Male",0,"No","No",54,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",105.4,5643.4,"Yes"
"Female",0,"No","No",46,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",104.4,4904.2,"No"
"Male",0,"Yes","Yes",68,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",105.25,7173.15,"No"
"Female",0,"No","Yes",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Electronic check",104,7039.05,"No"
"Female",0,"Yes","Yes",35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.7,730.4,"No"
"Male",0,"Yes","Yes",50,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",103.7,5071.05,"Yes"
"Female",0,"No","No",68,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Credit card (automatic)",110.25,7279.35,"No"
"Female",0,"Yes","No",64,"Yes","No","DSL","No","Yes","Yes","Yes","No","Yes","Two year","Yes","Mailed check",68.3,4378.8,"No"
"Female",0,"No","No",24,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.15,553,"No"
"Female",0,"No","No",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.3,74.3,"Yes"
"Male",0,"No","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.55,19.55,"No"
"Male",0,"Yes","Yes",38,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",78.95,2862.55,"No"
"Female",0,"No","No",55,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.1,4144.9,"No"
"Male",0,"Yes","Yes",43,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",19.2,776.25,"No"
"Female",0,"Yes","No",72,"No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",54.2,3937.45,"Yes"
"Female",0,"No","No",6,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.25,418.4,"Yes"
"Male",0,"Yes","Yes",52,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Mailed check",50.2,2554,"No"
"Female",0,"Yes","Yes",19,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",24.9,467.7,"No"
"Female",0,"Yes","Yes",35,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",106.9,3756.45,"No"
"Female",0,"No","No",32,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.35,3334.9,"No"
"Female",0,"Yes","Yes",17,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",55.35,920.5,"No"
"Female",0,"Yes","Yes",67,"Yes","No","DSL","No","Yes","No","No","No","No","One year","No","Credit card (automatic)",50.55,3431.75,"No"
"Male",0,"No","Yes",31,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","One year","Yes","Mailed check",79.45,2587.7,"Yes"
"Male",1,"Yes","Yes",58,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",89.85,5125.75,"No"
"Male",1,"Yes","No",51,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",29.45,1459.35,"No"
"Male",0,"No","No",44,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",100.55,4398.15,"Yes"
"Male",0,"Yes","No",59,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Mailed check",69.1,4096.9,"No"
"Male",1,"No","No",50,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",70.35,3454.6,"No"
"Female",0,"Yes","Yes",60,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","No","Bank transfer (automatic)",94.15,5811.8,"No"
"Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",94.4,94.4,"Yes"
"Female",0,"No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.55,124.45,"No"
"Male",0,"Yes","Yes",53,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",64.15,3491.55,"No"
"Male",0,"Yes","Yes",13,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",97,1334.45,"No"
"Female",0,"Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",94.35,5703,"No"
"Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",18.85,18.85,"Yes"
"Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.65,69.65,"Yes"
"Male",1,"Yes","No",40,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",101.85,4086.3,"Yes"
"Male",0,"Yes","Yes",70,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","No","Electronic check",60.35,4138.7,"No"
"Male",0,"Yes","Yes",56,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Two year","Yes","Bank transfer (automatic)",59.8,3457.45,"No"
"Female",0,"No","No",29,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",25.1,712.85,"Yes"
"Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.3,45.3,"Yes"
"Female",0,"No","No",15,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","One year","No","Mailed check",45.9,693.45,"No"
"Male",1,"No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",74.85,156.4,"Yes"
"Male",0,"No","No",35,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",102.35,3626.1,"Yes"
"Male",0,"No","No",15,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",76,1130.85,"Yes"
"Female",1,"No","No",42,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",104.75,4323.45,"Yes"
"Male",1,"Yes","No",68,"No","No phone service","DSL","Yes","Yes","Yes","No","No","No","Two year","Yes","Electronic check",41.95,2965.75,"No"
"Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",68.65,68.65,"Yes"
"Female",0,"No","No",33,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100,3320.6,"No"
"Male",0,"Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",116.55,8152.3,"No"
"Male",0,"Yes","No",68,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",90.8,6302.85,"No"
"Female",1,"No","No",9,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",90.1,816.8,"No"
